id,cat3
TEST_01110,상설시장
TEST_01111,래프팅
TEST_01112,"야영장,오토캠핑장"
TEST_01113,전시관
TEST_01114,"야영장,오토캠핑장"
TEST_01115,펜션
TEST_01116,항구/포구
TEST_01117,중식
TEST_01118,5일장
TEST_01119,일반축제
TEST_01120,한식
TEST_01121,한식
TEST_01122,한식
TEST_01123,한식
TEST_01124,전문상가
TEST_01125,박물관
TEST_01126,항구/포구
TEST_01127,한옥스테이
TEST_01128,서양식
TEST_01129,"야영장,오토캠핑장"
TEST_01130,성
TEST_01131,바/까페
TEST_01132,산
TEST_01133,유적지/사적지
TEST_01134,유적지/사적지
TEST_01135,이색거리
TEST_01136,"야영장,오토캠핑장"
TEST_01137,"야영장,오토캠핑장"
TEST_01138,한식
TEST_01139,바/까페
TEST_01140,한옥스테이
TEST_01141,공원
TEST_01142,한식
TEST_01143,이색거리
TEST_01144,한식
TEST_01145,기념탑/기념비/전망대
TEST_01146,상설시장
TEST_01147,한식
TEST_01148,일반축제
TEST_01149,한식
TEST_01150,트래킹
TEST_01151,이색거리
TEST_01152,"야영장,오토캠핑장"
TEST_01153,바/까페
TEST_01154,전시관
TEST_01155,박물관
TEST_01156,한식
TEST_01157,펜션
TEST_01158,바/까페
TEST_01159,한식
TEST_01160,서양식
TEST_01161,수목원
TEST_01162,한식
TEST_01163,바/까페
TEST_01164,한식
TEST_01165,바/까페
TEST_01166,기암괴석
TEST_01167,일반축제
TEST_01168,한식
TEST_01169,섬
TEST_01170,한옥스테이
TEST_01171,중식
TEST_01172,한식
TEST_01173,일식
TEST_01174,민물낚시
TEST_01175,성
TEST_01176,일반축제
TEST_01177,이색거리
TEST_01178,항구/포구
TEST_01179,미술관/화랑
TEST_01180,"야영장,오토캠핑장"
TEST_01181,서양식
TEST_01182,모텔
TEST_01183,농.산.어촌 체험
TEST_01184,사찰
TEST_01185,성
TEST_01186,일식
TEST_01187,공원
TEST_01188,"야영장,오토캠핑장"
TEST_01189,상설시장
TEST_01190,민물낚시
TEST_01191,도서관
TEST_01192,산
TEST_01193,상설시장
TEST_01194,수목원
TEST_01195,전문상가
TEST_01196,공원
TEST_01197,관광단지
TEST_01198,한식
TEST_01199,한식
TEST_01200,일반축제
TEST_01201,공원
TEST_01202,한식
TEST_01203,트래킹
TEST_01204,산
TEST_01205,한식
TEST_01206,한식
TEST_01207,한식
TEST_01208,한식
TEST_01209,전문상가
TEST_01210,항구/포구
TEST_01211,전시관
TEST_01212,한식
TEST_01213,한식
TEST_01214,서양식
TEST_01215,한식
TEST_01216,바/까페
TEST_01217,섬
TEST_01218,자연생태관광지
TEST_01219,미술관/화랑
TEST_01220,전문상가
TEST_01221,박물관
TEST_01222,종교성지
TEST_01223,한식
TEST_01224,한식
TEST_01225,바/까페
TEST_01226,"야영장,오토캠핑장"
TEST_01227,한옥스테이
TEST_01228,바/까페
TEST_01229,유적지/사적지
TEST_01230,모텔
TEST_01231,박물관
TEST_01232,"야영장,오토캠핑장"
TEST_01233,한식
TEST_01234,한식
TEST_01235,민물낚시
TEST_01236,"야영장,오토캠핑장"
TEST_01237,모텔
TEST_01238,한옥스테이
TEST_01239,한식
TEST_01240,한옥스테이
TEST_01241,한식
TEST_01242,한식
TEST_01243,공연장
TEST_01244,강
TEST_01245,이색거리
TEST_01246,강
TEST_01247,펜션
TEST_01248,한식
TEST_01249,기념탑/기념비/전망대
TEST_01250,서양식
TEST_01251,이색거리
TEST_01252,중식
TEST_01253,한식
TEST_01254,바/까페
TEST_01255,해수욕장
TEST_01256,수목원
TEST_01257,서양식
TEST_01258,자연생태관광지
TEST_01259,이색거리
TEST_01260,한식
TEST_01261,모텔
TEST_01262,관광단지
TEST_01263,한식
TEST_01264,농.산.어촌 체험
TEST_01265,종교성지
TEST_01266,산
TEST_01267,한식
TEST_01268,해수욕장
TEST_01269,한옥스테이
TEST_01270,바/까페
TEST_01271,박물관
TEST_01272,상설시장
TEST_01273,펜션
TEST_01274,산
TEST_01275,한식
TEST_01276,종교성지
TEST_01277,성
TEST_01278,다리/대교
TEST_01279,고택
TEST_01280,한식
TEST_01281,한식
TEST_01282,전문상가
TEST_01283,전시관
TEST_01284,유적지/사적지
TEST_01285,한식
TEST_01286,상설시장
TEST_01287,전문상가
TEST_01288,테마공원
TEST_01289,농.산.어촌 체험
TEST_01290,한식
TEST_01291,성
TEST_01292,성
TEST_01293,한식
TEST_01294,유원지
TEST_01295,산
TEST_01296,한식
TEST_01297,"야영장,오토캠핑장"
TEST_01298,"야영장,오토캠핑장"
TEST_01299,상설시장
TEST_01300,"야영장,오토캠핑장"
TEST_01301,트래킹
TEST_01302,펜션
TEST_01303,해수욕장
TEST_01304,일반축제
TEST_01305,폭포
TEST_01306,전문상가
TEST_01307,일반축제
TEST_01308,테마공원
TEST_01309,한식
TEST_01310,한옥스테이
TEST_01311,한식
TEST_01312,해수욕장
TEST_01313,펜션
TEST_01314,공원
TEST_01315,계곡
TEST_01316,펜션
TEST_01317,박물관
TEST_01318,관광단지
TEST_01319,일반축제
TEST_01320,유적지/사적지
TEST_01321,한식
TEST_01322,유적지/사적지
TEST_01323,한식
TEST_01324,수목원
TEST_01325,서양식
TEST_01326,"야영장,오토캠핑장"
TEST_01327,중식
TEST_01328,"야영장,오토캠핑장"
TEST_01329,"야영장,오토캠핑장"
TEST_01330,펜션
TEST_01331,계곡
TEST_01332,한식
TEST_01333,자연생태관광지
TEST_01334,트래킹
TEST_01335,일반축제
TEST_01336,유적지/사적지
TEST_01337,한식
TEST_01338,섬
TEST_01339,고택
TEST_01340,"야영장,오토캠핑장"
TEST_01341,유적지/사적지
TEST_01342,한식
TEST_01343,전시관
TEST_01344,전시관
TEST_01345,펜션
TEST_01346,한옥스테이
TEST_01347,이색거리
TEST_01348,중식
TEST_01349,한옥스테이
TEST_01350,농.산.어촌 체험
TEST_01351,산
TEST_01352,농.산.어촌 체험
TEST_01353,공원
TEST_01354,전문상가
TEST_01355,유적지/사적지
TEST_01356,유적지/사적지
TEST_01357,일반축제
TEST_01358,사찰
TEST_01359,골프
TEST_01360,한식
TEST_01361,고택
TEST_01362,"야영장,오토캠핑장"
TEST_01363,산
TEST_01364,바/까페
TEST_01365,펜션
TEST_01366,해수욕장
TEST_01367,트래킹
TEST_01368,펜션
TEST_01369,"야영장,오토캠핑장"
TEST_01370,5일장
TEST_01371,유적지/사적지
TEST_01372,일식
TEST_01373,박물관
TEST_01374,기념탑/기념비/전망대
TEST_01375,모텔
TEST_01376,전시관
TEST_01377,한식
TEST_01378,게스트하우스
TEST_01379,이색거리
TEST_01380,이색거리
TEST_01381,펜션
TEST_01382,5일장
TEST_01383,한식
TEST_01384,농.산.어촌 체험
TEST_01385,한식
TEST_01386,섬
TEST_01387,해수욕장
TEST_01388,일반축제
TEST_01389,유적지/사적지
TEST_01390,한식
TEST_01391,항구/포구
TEST_01392,산
TEST_01393,공원
TEST_01394,계곡
TEST_01395,"야영장,오토캠핑장"
TEST_01396,상설시장
TEST_01397,일반축제
TEST_01398,바/까페
TEST_01399,골프
TEST_01400,민물낚시
TEST_01401,한식
TEST_01402,한식
TEST_01403,한식
TEST_01404,중식
TEST_01405,"야영장,오토캠핑장"
TEST_01406,"야영장,오토캠핑장"
TEST_01407,모텔
TEST_01408,농.산.어촌 체험
TEST_01409,한식
TEST_01410,농.산.어촌 체험
TEST_01411,"야영장,오토캠핑장"
TEST_01412,미술관/화랑
TEST_01413,바/까페
TEST_01414,유적지/사적지
TEST_01415,한식
TEST_01416,한식
TEST_01417,계곡
TEST_01418,공연장
TEST_01419,한식
TEST_01420,한식
TEST_01421,일반축제
TEST_01422,사찰
TEST_01423,공원
TEST_01424,모텔
TEST_01425,농.산.어촌 체험
TEST_01426,한식
TEST_01427,유적지/사적지
TEST_01428,스키(보드) 렌탈샵
TEST_01429,공원
TEST_01430,미술관/화랑
TEST_01431,한식
TEST_01432,"야영장,오토캠핑장"
TEST_01433,수련시설
TEST_01434,한식
TEST_01435,한식
TEST_01436,"야영장,오토캠핑장"
TEST_01437,공원
TEST_01438,자연생태관광지
TEST_01439,한식
TEST_01440,펜션
TEST_01441,사찰
TEST_01442,농.산.어촌 체험
TEST_01443,섬
TEST_01444,농.산.어촌 체험
TEST_01445,유적지/사적지
TEST_01446,산
TEST_01447,전문상가
TEST_01448,자동차경주
TEST_01449,한식
TEST_01450,한옥스테이
TEST_01451,트래킹
TEST_01452,모텔
TEST_01453,일반축제
TEST_01454,희귀동.식물
TEST_01455,한식
TEST_01456,전시관
TEST_01457,상설시장
TEST_01458,일반축제
TEST_01459,미술관/화랑
TEST_01460,유람선/잠수함관광
TEST_01461,민물낚시
TEST_01462,한식
TEST_01463,일반축제
TEST_01464,한옥스테이
TEST_01465,"야영장,오토캠핑장"
TEST_01466,"야영장,오토캠핑장"
TEST_01467,유적지/사적지
TEST_01468,농.산.어촌 체험
TEST_01469,한식
TEST_01470,모텔
TEST_01471,골프
TEST_01472,전문상가
TEST_01473,상설시장
TEST_01474,기념탑/기념비/전망대
TEST_01475,"야영장,오토캠핑장"
TEST_01476,한옥스테이
TEST_01477,이색거리
TEST_01478,전시관
TEST_01479,바/까페
TEST_01480,"야영장,오토캠핑장"
TEST_01481,공원
TEST_01482,일식
TEST_01483,일반축제
TEST_01484,썰매장
TEST_01485,유적지/사적지
TEST_01486,바/까페
TEST_01487,한식
TEST_01488,한식
TEST_01489,펜션
TEST_01490,사찰
TEST_01491,"야영장,오토캠핑장"
TEST_01492,한옥스테이
TEST_01493,공원
TEST_01494,농.산.어촌 체험
TEST_01495,도서관
TEST_01496,산
TEST_01497,모텔
TEST_01498,산
TEST_01499,한식
TEST_01500,유적지/사적지
TEST_01501,바/까페
TEST_01502,승마
TEST_01503,"야영장,오토캠핑장"
TEST_01504,박물관
TEST_01505,수목원
TEST_01506,상설시장
TEST_01507,트래킹
TEST_01508,자연휴양림
TEST_01509,"야영장,오토캠핑장"
TEST_01510,한식
TEST_01511,"야영장,오토캠핑장"
TEST_01512,관광단지
TEST_01513,바/까페
TEST_01514,바/까페
TEST_01515,일반축제
TEST_01516,미술관/화랑
TEST_01517,"야영장,오토캠핑장"
TEST_01518,"야영장,오토캠핑장"
TEST_01519,트래킹
TEST_01520,기념탑/기념비/전망대
TEST_01521,한옥스테이
TEST_01522,전문상가
TEST_01523,기념탑/기념비/전망대
TEST_01524,한식
TEST_01525,바/까페
TEST_01526,한식
TEST_01527,항구/포구
TEST_01528,도서관
TEST_01529,일반축제
TEST_01530,농.산.어촌 체험
TEST_01531,한식
TEST_01532,한식
TEST_01533,한식
TEST_01534,한식
TEST_01535,한옥스테이
TEST_01536,섬
TEST_01537,계곡
TEST_01538,사찰
TEST_01539,농.산.어촌 체험
TEST_01540,한식
TEST_01541,민물낚시
TEST_01542,바/까페
TEST_01543,중식
TEST_01544,"야영장,오토캠핑장"
TEST_01545,한식
TEST_01546,중식
TEST_01547,해수욕장
TEST_01548,이색거리
TEST_01549,"야영장,오토캠핑장"
TEST_01550,농.산.어촌 체험
TEST_01551,이색거리
TEST_01552,"야영장,오토캠핑장"
TEST_01553,테마공원
TEST_01554,관광단지
TEST_01555,펜션
TEST_01556,펜션
TEST_01557,한식
TEST_01558,"야영장,오토캠핑장"
TEST_01559,한옥스테이
TEST_01560,한옥스테이
TEST_01561,"야영장,오토캠핑장"
TEST_01562,폭포
TEST_01563,농.산.어촌 체험
TEST_01564,"야영장,오토캠핑장"
TEST_01565,사찰
TEST_01566,바/까페
TEST_01567,한식
TEST_01568,모텔
TEST_01569,박람회
TEST_01570,일식
TEST_01571,한식
TEST_01572,한옥스테이
TEST_01573,공원
TEST_01574,고택
TEST_01575,한식
TEST_01576,한식
TEST_01577,섬
TEST_01578,한식
TEST_01579,한식
TEST_01580,바/까페
TEST_01581,한식
TEST_01582,바/까페
TEST_01583,공연장
TEST_01584,바/까페
TEST_01585,한식
TEST_01586,공원
TEST_01587,자동차경주
TEST_01588,"야영장,오토캠핑장"
TEST_01589,항구/포구
TEST_01590,한식
TEST_01591,이색거리
TEST_01592,테마공원
TEST_01593,유적지/사적지
TEST_01594,모텔
TEST_01595,산
TEST_01596,한식
TEST_01597,한식
TEST_01598,기념탑/기념비/전망대
TEST_01599,자연생태관광지
TEST_01600,사찰
TEST_01601,트래킹
TEST_01602,일반축제
TEST_01603,전시관
TEST_01604,사찰
TEST_01605,계곡
TEST_01606,농.산.어촌 체험
TEST_01607,한식
TEST_01608,이색거리
TEST_01609,유적지/사적지
TEST_01610,이색거리
TEST_01611,한식
TEST_01612,한식
TEST_01613,한식
TEST_01614,유적지/사적지
TEST_01615,일식
TEST_01616,사찰
TEST_01617,이색거리
TEST_01618,모텔
TEST_01619,박물관
TEST_01620,전문상가
TEST_01621,고택
TEST_01622,희귀동.식물
TEST_01623,한식
TEST_01624,상설시장
TEST_01625,박물관
TEST_01626,한식
TEST_01627,이색거리
TEST_01628,한식
TEST_01629,박물관
TEST_01630,농.산.어촌 체험
TEST_01631,민물낚시
TEST_01632,이색거리
TEST_01633,공원
TEST_01634,모텔
TEST_01635,한식
TEST_01636,이색거리
TEST_01637,한식
TEST_01638,한옥스테이
TEST_01639,이색거리
TEST_01640,섬
TEST_01641,공원
TEST_01642,유명건물
TEST_01643,한식
TEST_01644,유적지/사적지
TEST_01645,한식
TEST_01646,문화원
TEST_01647,"야영장,오토캠핑장"
TEST_01648,"야영장,오토캠핑장"
TEST_01649,전시관
TEST_01650,한식
TEST_01651,한식
TEST_01652,강
TEST_01653,일반축제
TEST_01654,사찰
TEST_01655,미술관/화랑
TEST_01656,계곡
TEST_01657,사찰
TEST_01658,한식
TEST_01659,농.산.어촌 체험
TEST_01660,일반축제
TEST_01661,전문상가
TEST_01662,서양식
TEST_01663,윈드서핑/제트스키
TEST_01664,"야영장,오토캠핑장"
TEST_01665,기념탑/기념비/전망대
TEST_01666,공원
TEST_01667,일반축제
TEST_01668,일식
TEST_01669,박물관
TEST_01670,섬
TEST_01671,한식
TEST_01672,5일장
TEST_01673,일반축제
TEST_01674,한옥스테이
TEST_01675,바/까페
TEST_01676,이색거리
TEST_01677,유적지/사적지
TEST_01678,한옥스테이
TEST_01679,농.산.어촌 체험
TEST_01680,전시관
TEST_01681,유적지/사적지
TEST_01682,바/까페
TEST_01683,전문상가
TEST_01684,수련시설
TEST_01685,해수욕장
TEST_01686,섬
TEST_01687,한식
TEST_01688,바/까페
TEST_01689,바/까페
TEST_01690,한옥스테이
TEST_01691,스키(보드) 렌탈샵
TEST_01692,유적지/사적지
TEST_01693,한식
TEST_01694,상설시장
TEST_01695,이색거리
TEST_01696,펜션
TEST_01697,"야영장,오토캠핑장"
TEST_01698,트래킹
TEST_01699,"야영장,오토캠핑장"
TEST_01700,한식
TEST_01701,바/까페
TEST_01702,전시관
TEST_01703,"야영장,오토캠핑장"
TEST_01704,일반축제
TEST_01705,한식
TEST_01706,기념탑/기념비/전망대
TEST_01707,자연생태관광지
TEST_01708,한옥스테이
TEST_01709,한식
TEST_01710,관광단지
TEST_01711,바/까페
TEST_01712,기념관
TEST_01713,한식
TEST_01714,미술관/화랑
TEST_01715,일반축제
TEST_01716,자동차경주
TEST_01717,서양식
TEST_01718,일반축제
TEST_01719,강
TEST_01720,농.산.어촌 체험
TEST_01721,"야영장,오토캠핑장"
TEST_01722,일반축제
TEST_01723,"야영장,오토캠핑장"
TEST_01724,일반축제
TEST_01725,바/까페
TEST_01726,한식
TEST_01727,서양식
TEST_01728,유적지/사적지
TEST_01729,미술관/화랑
TEST_01730,한식
TEST_01731,"야영장,오토캠핑장"
TEST_01732,"야영장,오토캠핑장"
TEST_01733,자연생태관광지
TEST_01734,도서관
TEST_01735,일반축제
TEST_01736,전문상가
TEST_01737,상설시장
TEST_01738,해수욕장
TEST_01739,성
TEST_01740,한식
TEST_01741,한식
TEST_01742,한식
TEST_01743,유적지/사적지
TEST_01744,한식
TEST_01745,한식
TEST_01746,자연생태관광지
TEST_01747,전시관
TEST_01748,박물관
TEST_01749,펜션
TEST_01750,전시관
TEST_01751,5일장
TEST_01752,바/까페
TEST_01753,수목원
TEST_01754,바/까페
TEST_01755,자연휴양림
TEST_01756,한식
TEST_01757,한식
TEST_01758,일반축제
TEST_01759,해수욕장
TEST_01760,한식
TEST_01761,한식
TEST_01762,한식
TEST_01763,바/까페
TEST_01764,한식
TEST_01765,산
TEST_01766,한식
TEST_01767,계곡
TEST_01768,"야영장,오토캠핑장"
TEST_01769,트래킹
TEST_01770,전문상가
TEST_01771,일반축제
TEST_01772,한식
TEST_01773,이색거리
TEST_01774,일반축제
TEST_01775,박물관
TEST_01776,"야영장,오토캠핑장"
TEST_01777,한식
TEST_01778,사찰
TEST_01779,기념탑/기념비/전망대
TEST_01780,기념관
TEST_01781,상설시장
TEST_01782,자연생태관광지
TEST_01783,문화원
TEST_01784,강
TEST_01785,한식
TEST_01786,"야영장,오토캠핑장"
TEST_01787,한식
TEST_01788,산
TEST_01789,"야영장,오토캠핑장"
TEST_01790,한식
TEST_01791,골프
TEST_01792,유원지
TEST_01793,스키(보드) 렌탈샵
TEST_01794,한식
TEST_01795,"야영장,오토캠핑장"
TEST_01796,수련시설
TEST_01797,해수욕장
TEST_01798,유원지
TEST_01799,한식
TEST_01800,박람회
TEST_01801,이색거리
TEST_01802,상설시장
TEST_01803,계곡
TEST_01804,스키(보드) 렌탈샵
TEST_01805,공원
TEST_01806,한식
TEST_01807,"야영장,오토캠핑장"
TEST_01808,한옥스테이
TEST_01809,바/까페
TEST_01810,박물관
TEST_01811,"야영장,오토캠핑장"
TEST_01812,한식
TEST_01813,바/까페
TEST_01814,한식
TEST_01815,자동차경주
TEST_01816,서양식
TEST_01817,기념탑/기념비/전망대
TEST_01818,모텔
TEST_01819,산
TEST_01820,트래킹
TEST_01821,농.산.어촌 체험
TEST_01822,박람회
TEST_01823,도서관
TEST_01824,도서관
TEST_01825,테마공원
TEST_01826,한식
TEST_01827,한식
TEST_01828,한식
TEST_01829,해수욕장
TEST_01830,관광단지
TEST_01831,한옥스테이
TEST_01832,바/까페
TEST_01833,펜션
TEST_01834,한식
TEST_01835,상설시장
TEST_01836,자연휴양림
TEST_01837,항구/포구
TEST_01838,일반축제
TEST_01839,관광단지
TEST_01840,한식
TEST_01841,한식
TEST_01842,"야영장,오토캠핑장"
TEST_01843,도서관
TEST_01844,한식
TEST_01845,성
TEST_01846,종교성지
TEST_01847,"야영장,오토캠핑장"
TEST_01848,관광단지
TEST_01849,한식
TEST_01850,산
TEST_01851,중식
TEST_01852,상설시장
TEST_01853,한식
TEST_01854,"야영장,오토캠핑장"
TEST_01855,자동차경주
TEST_01856,한식
TEST_01857,한식
TEST_01858,한식
TEST_01859,유적지/사적지
TEST_01860,한식
TEST_01861,한식
TEST_01862,한식
TEST_01863,사찰
TEST_01864,일반축제
TEST_01865,미술관/화랑
TEST_01866,이색거리
TEST_01867,한식
TEST_01868,"야영장,오토캠핑장"
TEST_01869,이색거리
TEST_01870,고택
TEST_01871,트래킹
TEST_01872,"야영장,오토캠핑장"
TEST_01873,해수욕장
TEST_01874,박물관
TEST_01875,상설시장
TEST_01876,유적지/사적지
TEST_01877,한식
TEST_01878,수목원
TEST_01879,"야영장,오토캠핑장"
TEST_01880,한식
TEST_01881,골프
TEST_01882,"야영장,오토캠핑장"
TEST_01883,공원
TEST_01884,한식
TEST_01885,한식
TEST_01886,한식
TEST_01887,농.산.어촌 체험
TEST_01888,한식
TEST_01889,펜션
TEST_01890,일반축제
TEST_01891,한식
TEST_01892,항구/포구
TEST_01893,계곡
TEST_01894,"야영장,오토캠핑장"
TEST_01895,사찰
TEST_01896,한식
TEST_01897,유적지/사적지
TEST_01898,유적지/사적지
TEST_01899,테마공원
TEST_01900,미술관/화랑
TEST_01901,"야영장,오토캠핑장"
TEST_01902,래프팅
TEST_01903,한식
TEST_01904,"야영장,오토캠핑장"
TEST_01905,산
TEST_01906,한식
TEST_01907,바/까페
TEST_01908,전문상가
TEST_01909,한식
TEST_01910,전시관
TEST_01911,수련시설
TEST_01912,"야영장,오토캠핑장"
TEST_01913,모텔
TEST_01914,섬
TEST_01915,계곡
TEST_01916,모텔
TEST_01917,기암괴석
TEST_01918,바/까페
TEST_01919,한식
TEST_01920,스키(보드) 렌탈샵
TEST_01921,한식
TEST_01922,일반축제
TEST_01923,"야영장,오토캠핑장"
TEST_01924,바/까페
TEST_01925,전문상가
TEST_01926,"야영장,오토캠핑장"
TEST_01927,"야영장,오토캠핑장"
TEST_01928,유명건물
TEST_01929,바/까페
TEST_01930,계곡
TEST_01931,"야영장,오토캠핑장"
TEST_01932,한식
TEST_01933,한식
TEST_01934,고택
TEST_01935,"야영장,오토캠핑장"
TEST_01936,한식
TEST_01937,공원
TEST_01938,산
TEST_01939,중식
TEST_01940,상설시장
TEST_01941,수련시설
TEST_01942,사찰
TEST_01943,트래킹
TEST_01944,일반축제
TEST_01945,강
TEST_01946,"야영장,오토캠핑장"
TEST_01947,바/까페
TEST_01948,한식
TEST_01949,공원
TEST_01950,상설시장
TEST_01951,한식
TEST_01952,농.산.어촌 체험
TEST_01953,모텔
TEST_01954,관광단지
TEST_01955,공원
TEST_01956,항구/포구
TEST_01957,"야영장,오토캠핑장"
TEST_01958,공원
TEST_01959,이색거리
TEST_01960,한식
TEST_01961,상설시장
TEST_01962,한식
TEST_01963,유적지/사적지
TEST_01964,항구/포구
TEST_01965,고택
TEST_01966,동굴
TEST_01967,펜션
TEST_01968,바/까페
TEST_01969,박물관
TEST_01970,이색거리
TEST_01971,박물관
TEST_01972,골프
TEST_01973,한식
TEST_01974,"야영장,오토캠핑장"
TEST_01975,트래킹
TEST_01976,일반축제
TEST_01977,민물낚시
TEST_01978,문화원
TEST_01979,섬
TEST_01980,한식
TEST_01981,한옥스테이
TEST_01982,5일장
TEST_01983,성
TEST_01984,온천/욕장/스파
TEST_01985,한식
TEST_01986,한식
TEST_01987,바/까페
TEST_01988,한식
TEST_01989,한식
TEST_01990,한옥스테이
TEST_01991,한옥스테이
TEST_01992,한식
TEST_01993,전문상가
TEST_01994,"야영장,오토캠핑장"
TEST_01995,한식
TEST_01996,한옥스테이
TEST_01997,한식
TEST_01998,바/까페
TEST_01999,한옥스테이
TEST_02000,한옥스테이
TEST_02001,상설시장
TEST_02002,서양식
TEST_02003,유적지/사적지
TEST_02004,"야영장,오토캠핑장"
TEST_02005,미술관/화랑
TEST_02006,이색거리
TEST_02007,한식
TEST_02008,상설시장
TEST_02009,바/까페
TEST_02010,폭포
TEST_02011,한식
TEST_02012,"야영장,오토캠핑장"
TEST_02013,게스트하우스
TEST_02014,중식
TEST_02015,전문상가
TEST_02016,섬
TEST_02017,일식
TEST_02018,한식
TEST_02019,한식
TEST_02020,모텔
TEST_02021,한옥스테이
TEST_02022,공원
TEST_02023,사찰
TEST_02024,유명건물
TEST_02025,모텔
TEST_02026,산
TEST_02027,테마공원
TEST_02028,사찰
TEST_02029,"야영장,오토캠핑장"
TEST_02030,도서관
TEST_02031,게스트하우스
TEST_02032,한식
TEST_02033,사찰
TEST_02034,유적지/사적지
TEST_02035,트래킹
TEST_02036,민물낚시
TEST_02037,사찰
TEST_02038,유적지/사적지
TEST_02039,농.산.어촌 체험
TEST_02040,"야영장,오토캠핑장"
TEST_02041,공원
TEST_02042,민물낚시
TEST_02043,유적지/사적지
TEST_02044,테마공원
TEST_02045,이색거리
TEST_02046,펜션
TEST_02047,전시관
TEST_02048,수련시설
TEST_02049,한식
TEST_02050,전문상가
TEST_02051,서양식
TEST_02052,"야영장,오토캠핑장"
TEST_02053,전시관
TEST_02054,한식
TEST_02055,"야영장,오토캠핑장"
TEST_02056,트래킹
TEST_02057,자연생태관광지
TEST_02058,박물관
TEST_02059,바/까페
TEST_02060,한식
TEST_02061,해수욕장
TEST_02062,"야영장,오토캠핑장"
TEST_02063,"야영장,오토캠핑장"
TEST_02064,사찰
TEST_02065,수목원
TEST_02066,공연장
TEST_02067,기념탑/기념비/전망대
TEST_02068,중식
TEST_02069,"야영장,오토캠핑장"
TEST_02070,바/까페
TEST_02071,"야영장,오토캠핑장"
TEST_02072,사찰
TEST_02073,"야영장,오토캠핑장"
TEST_02074,유적지/사적지
TEST_02075,서양식
TEST_02076,한식
TEST_02077,스키(보드) 렌탈샵
TEST_02078,모텔
TEST_02079,한식
TEST_02080,해수욕장
TEST_02081,한식
TEST_02082,사찰
TEST_02083,이색거리
TEST_02084,해수욕장
TEST_02085,테마공원
TEST_02086,농.산.어촌 체험
TEST_02087,테마공원
TEST_02088,"야영장,오토캠핑장"
TEST_02089,"야영장,오토캠핑장"
TEST_02090,한식
TEST_02091,박물관
TEST_02092,기념탑/기념비/전망대
TEST_02093,5일장
TEST_02094,중식
TEST_02095,한식
TEST_02096,한식
TEST_02097,종교성지
TEST_02098,전문상가
TEST_02099,미술관/화랑
TEST_02100,이색거리
TEST_02101,한식
TEST_02102,한식
TEST_02103,한식
TEST_02104,모텔
TEST_02105,한식
TEST_02106,유적지/사적지
TEST_02107,5일장
TEST_02108,섬
TEST_02109,한식
TEST_02110,한식
TEST_02111,전시관
TEST_02112,한옥스테이
TEST_02113,한옥스테이
TEST_02114,바/까페
TEST_02115,"야영장,오토캠핑장"
TEST_02116,한식
TEST_02117,온천/욕장/스파
TEST_02118,한식
TEST_02119,중식
TEST_02120,사찰
TEST_02121,공원
TEST_02122,전시관
TEST_02123,한식
TEST_02124,항구/포구
TEST_02125,이색거리
TEST_02126,유적지/사적지
TEST_02127,농.산.어촌 체험
TEST_02128,공원
TEST_02129,바/까페
TEST_02130,농.산.어촌 체험
TEST_02131,한식
TEST_02132,산
TEST_02133,산
TEST_02134,한식
TEST_02135,일반축제
TEST_02136,한식
TEST_02137,바/까페
TEST_02138,산
TEST_02139,자연생태관광지
TEST_02140,한식
TEST_02141,일반축제
TEST_02142,사찰
TEST_02143,펜션
TEST_02144,해수욕장
TEST_02145,일반축제
TEST_02146,한식
TEST_02147,공원
TEST_02148,전시관
TEST_02149,농.산.어촌 체험
TEST_02150,유적지/사적지
TEST_02151,한식
TEST_02152,트래킹
TEST_02153,한식
TEST_02154,스키(보드) 렌탈샵
TEST_02155,펜션
TEST_02156,한식
TEST_02157,바/까페
TEST_02158,박물관
TEST_02159,한식
TEST_02160,한식
TEST_02161,유적지/사적지
TEST_02162,모텔
TEST_02163,모텔
TEST_02164,모텔
TEST_02165,이색거리
TEST_02166,"야영장,오토캠핑장"
TEST_02167,성
TEST_02168,농.산.어촌 체험
TEST_02169,고택
TEST_02170,일반축제
TEST_02171,항구/포구
TEST_02172,한식
TEST_02173,한식
TEST_02174,공원
TEST_02175,이색거리
TEST_02176,골프
TEST_02177,공원
TEST_02178,한식
TEST_02179,한식
TEST_02180,한식
TEST_02181,바/까페
TEST_02182,바/까페
TEST_02183,상설시장
TEST_02184,유적지/사적지
TEST_02185,기념탑/기념비/전망대
TEST_02186,"야영장,오토캠핑장"
TEST_02187,유적지/사적지
TEST_02188,상설시장
TEST_02189,산
TEST_02190,계곡
TEST_02191,자연생태관광지
TEST_02192,유적지/사적지
TEST_02193,이색거리
TEST_02194,스키(보드) 렌탈샵
TEST_02195,문화원
TEST_02196,서양식
TEST_02197,일반축제
TEST_02198,일반축제
TEST_02199,펜션
TEST_02200,한식
TEST_02201,이색거리
TEST_02202,한식
TEST_02203,성
TEST_02204,테마공원
TEST_02205,한식
TEST_02206,문화원
TEST_02207,"야영장,오토캠핑장"
TEST_02208,박물관
TEST_02209,농.산.어촌 체험
TEST_02210,바/까페
TEST_02211,유명건물
TEST_02212,자동차경주
TEST_02213,일식
TEST_02214,박물관
TEST_02215,한식
TEST_02216,사찰
TEST_02217,모텔
TEST_02218,바/까페
TEST_02219,서양식
